"aadt_year","station_id","county","signing","state_route","county_road","road_name","beginning_description","ending_description","municipality","length","fc","ramp","bridge","rr_xing","oneway","count"
"2015","13164","Bronx",,,,"907H Exit 8 at","907H NB (OFF)","908F EB (ON)","Bronx","17","12","Y",,,"Y",
"2015","13165","Bronx",,,,"907H Exit 7E 7W","907H SB (OFF)","US1 WB (ON)","Bronx","27","12","Y",,,"Y",
"2015","13166","Bronx",,,,"907H Exit 7E 7W","US1 EB(OFF)","907H SB (ON)","Bronx","26","12","Y",,,"Y",
"2015","13167","Bronx",,,,"907H Exit 7E 7W","907H SB (OFF)","US1 EB (ON)","Bronx","19","12","Y",,,"Y",
"2015","13168","Bronx",,,,"907H Exit 7E 7W","US1 EB (OFF)","907H NB (ON)","Bronx","19","12","Y",,,"Y",
"2015","13169","Bronx",,,,"907H Exit 7E 7W","907H NB (OFF)","US1 WB (ON)","Bronx","19","12","Y",,,"Y",
"2015","13170","Bronx",,,,"907H Exit 7E 7W","US1 WB (OFF)","907H SB (ON)","Bronx","19","12","Y",,,"Y",
"2015","13171","Bronx",,,,"907H Exit 8 at","908F EB (OFF)","907H NB (ON)","Bronx","10","12","Y",,,"Y",
"2015","13172","Bronx",,,,"907H Exit 8 at","908F WB (OFF)","907H NB (ON)","Bronx","30","12","Y",,,"Y",
"2015","13173","Bronx",,,,"907H Exit 8 at","907H NB (OFF)","908F WB (ON)","Bronx","14","12","Y",,,"Y",
"2015","13174","Bronx",,,,"907H Exit 8 at","907H SB (OFF)","908F WB (ON)","Bronx","20","12","Y",,,"Y",
"2015","13175","Bronx",,,,"907H Exit 8 at","908F EB (OFF)","907H SB (ON)","Bronx","32","12","Y",,,"Y",
"2015","13176","Bronx",,,,"907H Exit 9 at","907H NB (OFF)","E GUN HILL RD","Bronx","15","12","Y",,,"Y",
"2015","13177","Bronx",,,,"907H Exit 9 at","E GUNHILL RD","907H SB (ON)","Bronx","29","12","Y",,,"Y",
"2015","13178","Bronx",,,,"907H Exit 9 at","E GUNHILL RD","907H NB (ON)","Bronx","22","12","Y",,,"Y",
"2015","13179","Bronx",,,,"907H Exit 9 at","907H SB (OFF)","E GUN HILL RD","Bronx","22","12","Y",,,"Y",
"2015","13180","Bronx",,,,"907H Exit 10 at","WEBSTER AVE","907H SB (ON)","Bronx","31","12","Y",,,"Y",
"2015","13181","Bronx",,,,"907H Exit 10 at","907H NB (OFF)","BRONX BLVD","Bronx","14","12","Y",,,"Y",
"2015","13182","Bronx",,,,"907H Exit 10 at","907H SB (OFF)","MergeWEBSTER AVE","Bronx","31","12","Y",,,"Y",
"2015","13183","Bronx",,,,"908A Exit 2 Wes","908A NB (OFF)","E TREMONT AVE","Bronx","18","12","Y",,,"Y",
"2015","13184","Bronx",,,,"908A Exit 2 Wes","WESTCHESTER AVE","908A SB (ON)","Bronx","11","12","Y",,,"Y",
"2015","13187","Bronx",,,,"908A Exit 3E3W","907E EB (OFF)","908A NB (ON)","Bronx","20","12","Y",,,"Y",
"2015","13188","Bronx",,,,"908A Exit 3E3W","907E EB (OFF)","PELHAM PKWY S(ON)","Bronx","10","12","Y",,,"Y",
"2015","13189","Bronx",,,,"908A Exit 3E3W","908A NB (OFF)","907E WB (ON)","Bronx","16","12","Y",,,"Y",
"2015","13190","Bronx",,,,"908A Exit 3E3W","908A SB (OFF)","907E WB (ON)","Bronx","24","12","Y",,,"Y",
"2015","13191","Bronx",,,,"908A Exit 3E3W","907E WB (OFF)","908A SB (ON)","Bronx","17","12","Y",,,"Y",
"2015","13192","Bronx",,,,"908A Exit 3E3W","908A SB (OFF)","907E EB (ON)","Bronx","22","12","Y",,,"Y",
"2015","13193","Bronx",,,,"908A Exit 3E3W","907E EB (OFF)","908A SB (ON)","Bronx","29","12","Y",,,"Y",
"2015","13194","Bronx",,,,"908A Exit 5 HRP","908A NB OFF","MRG 908A SB OFF RAMP","Bronx","28","12","Y",,,"Y",
"2015","14001","Bronx",,,,"ADEE AVENUE","WHITE PLAINS R","BOSTON RD","Bronx","51","17",,,,,
"2015","14002","Bronx",,,,"ALBANY CRES","HEATH AVE","BAILEY AVE","Bronx","5","17",,,,,"9750.0"
"2015","14003","Bronx",,,,"AMPERE AVE","KENNELLWRTH PL","RESEARCH AVE","Bronx","15","17",,,,,
"2015","14004","Bronx",,,,"ANDERSON AVE","W 167TH ST","JEROME AVE","Bronx","46","17",,,,"Y",
"2015","14005","Bronx",,,,"ANDREWS AVE S","W TREMONT AVE","W 175TH ST","Bronx","30","17",,,,"Y",
"2015","14006","Bronx",,,,"ARNOW AVE","WHITE PLAINS RD","BOSTON RD","Bronx","40","17",,,,,
"2015","14007","Bronx",,,,"ARTHUR AVE","EAST TREMONT AVE","E 180TH ST","Bronx","23","17",,,,"Y",
"2015","14008","Bronx",,,,"ARTHUR AVE","E 182ND ST","E FORDHAM RD","Bronx","57","17",,,,"Y",
"2015","14009","Bronx",,,,"ASCH LOOP","BARTOW AVE","CO-OP CITY BLVD","Bronx","44","17",,,,,
"2015","14010","Bronx",,,,"ASTOR AVE","BOSTON RD","BRONXWOOD AVE","Bronx","29","17",,,,,
"2015","14011","Bronx",,,,"ASTOR AVE","BRONXWOOD AVE","WILLIAMSBRIDGE RD","Bronx","24","17",,,,,"4050.0"
"2015","14012","Bronx",,,,"BAILEY PL","BAILEY AVE","FT INDEPENDENCE ST","Bronx","15","17",,,,"Y","1769.0"
"2015","14013","Bronx",,,,"BALCOM AVE","DEWEY AVE","RANDALL AVE","Bronx","25","17",,,,,
"2015","14015","Bronx",,,,"BARTOW AVE","CO-OP CITY BLVD","HUTCHINSN R PK","Bronx","25","17",,,,,
"2015","14016","Bronx",,,,"BAYCHESTER AVE","HUTCHINSON RVR PKWY","BARTOW AVE","Bronx","53","16",,,,"Y",
"2015","14017","Bronx",,,,"BAYCHESTER AVE","BARTOW AVE","CO OP CITY BLV","Bronx","80","17",,,,,
"2015","14019","Bronx",,,,"BEDFORD PARK BL","VALENTINE AVE","WEBSTER AVE","Bronx","33","16",,,,,
"2015","14020","Bronx",,,,"BELLAMY LOOP","CO-OP CITY BLVD","CO-OP CITY BLVD","Bronx","27","17",,,,,
"2015","14021","Bronx",,,,"BERGEN AVE","EAST 147 ST","WESTCHESTER AVE","Bronx","19","17",,,,"Y","2889.0"
"2015","14022","Bronx",,,,"BERGEN AVE","WESTCHESTER AVE","EAST 153 ST","Bronx","16","17",,,,"Y",
"2015","14023","Bronx",,,,"BIVONA ST","REEDS MILL LA","BOSTON RD","Bronx","17","17",,,,,
"2015","14024","Bronx",,,,"BOGART AVE","LYDIG AVE","WOOD MANSTN PL","Bronx","4","17",,,,,
"2015","14025","Bronx",,,,"BOLLER AVE","HUNTER AVE","HUTCHINSN R PK","Bronx","3","17",,,,,
"2015","14026","Bronx",,,,"BOONE AVE","FREEMAN ST","WEST FARMS RD","Bronx","12","16",,,,"Y","2519.0"
"2015","14027","Bronx",,,,"BOSCOBEL PL","UNDERCLIFF AVE","UNIVERSITY AVE","Bronx","6","17",,,,,"6418.0"
"2015","14028","Bronx",,,,"BOSTON RD","E TREMONT AVE","E 180TH ST","Bronx","19","16",,,,,
"2015","14029","Bronx",,,,"BRONX PARK S","SOUTHERN BLVD","BOSTON RD","Bronx","42","17",,,,,"6966.0"
"2015","14030","Bronx",,,,"BRONX PSYC CTR","WATERS PL","BRONX PSYC CTR E LOOP","Bronx","57","17",,,,,
"2015","14031","Bronx",,,,"BRONX PSYC CTR","WATERS PL","END LOOP","Bronx","78","17",,,,,
"2015","14032","Bronx",,,,"BRONX RIVER AVE","WESTCHESTER AVE","STORY AVE","Bronx","51","16",,,,,"13851.0"
"2015","14034","Bronx",,,,"BRONX RIVER AVE","IN 95 SR  WB R","I-95/CBE SR EB","Bronx","2","16",,,,,
"2015","14036","Bronx",,,,"BRONXWOOD AVE","GUN HILL RD","BARNES AVE","Bronx","145","17",,,,,
"2015","14037","Bronx",,,,"BROOK AVE","E 132ND ST","E 138TH ST","Bronx","30","16",,,,"Y",
"2015","14038","Bronx",,,,"BRUSH AVE","WENNER PL","BRUCKNER BLVD SW","Bronx","44","17",,,,,
"2015","14039","Bronx",,,,"WESTCHESTER AVE","AMENDOLA PL","IN95","Bronx","9","14",,"Y",,"Y","8486.0"
"2015","14040","Bronx",,,,"BYRON AVE","E 233RD ST","E 234TH ST","Bronx","6","17",,,,,
"2015","14041","Bronx",,,,"CALHOUN AVE","DEWEY AVE","CROSS BRNX EXP","Bronx","16","17",,,,,
"2015","14042","Bronx",,,,"CAMPBELL DR","STADIUM AVE","COUNTRY CLUB RD","Bronx","30","17",,,,,"585.0"
"2015","14043","Bronx",,,,"CARVER LOOP","CO-OP CITY BLVD","CO-OP CITY BLVD","Bronx","30","17",,,,,
"2015","14044","Bronx",,,,"LOCUST PT DR","CHAFFEE AVE","TIERNEY PL","Bronx","15","17",,,,,"1538.0"
"2015","14047","Bronx",,,,"CLARENCE AVE","SCHLEY AVE","PHILIP AVE","Bronx","30","16",,,,,"600.0"
"2015","14048","Bronx",,,,"CLAY AVE","E 170TH ST","CLAREMONT PKWY","Bronx","23","16",,,,,"10322.0"
"2015","14050","Bronx",,,,"COUNTRY CLB RD","MACDOONOUGH PL","AGAR PL","Bronx","66","17",,,,,
"2015","14052","Bronx",,,,"DEKALB AVE","E 210TH ST","E GUN HILL RD","Bronx","18","17",,,,"Y",
"2015","14053","Bronx",,,,"DEAN AVE","PHILIP AVE","LAYTON AVE","Bronx","29","16",,,,,
"2015","14054","Bronx",,,,"DEVOE AVE","E 177TH ST","E TREMONT AVE","Bronx","7","17",,,,"Y","5417.0"
"2015","14055","Bronx",,,,"DEWEY AVE","BALCOM AVE","CROSS BRONX EXPY","Bronx","33","17",,,,,
"2015","14057","Bronx",,,,"DREISER LOOP","CO-OP CITY BLVD","CO-OP CITY BLVD","Bronx","42","17",,,,,
"2015","14058","Bronx",,,,"DYRE AVE","BOSTON RD","E 233RD ST","Bronx","31","16",,,,,
"2015","14059","Bronx",,,,"DYRE AVE","E 233RD ST","WESTCHESTER CO / L","Bronx","19","16",,,,,
"2015","14060","Bronx",,,,"E 132ND ST","BROOK AVE","ST ANNS AVE","Bronx","11","16",,,,,"4401.0"
"2015","14061","Bronx",,,,"E 132ND ST","ROSE FEISS BLVD","LOCUST AVE","Bronx","7","17",,,,,
"2015","14062","Bronx",,,,"E 133RD ST","ST ANNS PL","BRUCKNER BLVD","Bronx","17","16",,,,"Y","10013.0"
"2015","14063","Bronx",,,,"E 134TH ST","WALNUT AVE","LOCUST AVE","Bronx","8","17",,,,,"366.0"
"2015","14064","Bronx",,,,"E 135TH ST","BRUCKNER BLVD","ST ANNS AVE","Bronx","25","16",,,,"Y",
"2015","14065","Bronx",,,,"E 138TH ST","BRUCKNER BLVD","LOCUST AVE","Bronx","32","17",,,,,"5509.0"
"2015","14066","Bronx",,,,"E 139TH ST","JACKSON AVE","BRUCKNER BLVD","Bronx","5","17",,,,"Y","1868.0"
"2015","14067","Bronx",,,,"E 141ST ST","JACKSON AVE","BRUCKNER BLVD","Bronx","17","17",,,,,
"2015","14068","Bronx",,,,"E 142ND ST","WALES AVE","SOUTHERN BLVD","Bronx","5","17",,,,,
"2015","14069","Bronx",,,,"E 143RD ST","E 144TH ST","MORRIS AVE","Bronx","5","17",,,,"Y","2904.0"
"2015","14070","Bronx",,,,"E 143RD ST","BROOK AVE","THIRD AVE","Bronx","34","17",,,,"Y",
"2015","14071","Bronx",,,,"E 148TH ST","MORRIS AVE","THIRD AVE","Bronx","25","17",,,,"Y","2069.0"
"2015","14072","Bronx",,,,"E 149TH ST","NEW YORK CO / L","GRAND CONCOURSE","Bronx","30","16",,,,,"20686.0"
"2015","14073","Bronx",,,,"E 149TH ST","MORRIS AVE","3RD AVE","Bronx","28","16",,,,,
"2015","14074","Bronx",,,,"E 149TH ST","SOUTHERN BLVD","BRUCKNER BLVD","Bronx","17","17",,,,,
"2015","14075","Bronx",,,,"E 150TH ST","MELROSE AVE","THIRD AVE","Bronx","4","17",,,,"Y","2885.0"
"2015","14076","Bronx",,,,"E 151ST ST","MORRIS AVE","MELROSE AVE","Bronx","28","17",,,,"Y","1593.0"
"2015","14077","Bronx",,,,"E 152ND ST","BROOK AVE","THIRD AVE","Bronx","11","19",,,,"Y",
"2015","14078","Bronx",,,,"E 153RD ST","PARK AVE","MORRIS AVE","Bronx","7","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","PARK AVE","MORRIS AVE","Bronx","7","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","THIRD AVE","MORRIS AVE","Bronx","38","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","THIRD AVE","MORRIS AVE","Bronx","38","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","PARK AVE","MORRIS AVE","Bronx","7","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","PARK AVE","MORRIS AVE","Bronx","7","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","PARK AVE","MORRIS AVE","Bronx","7","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","PARK AVE","MORRIS AVE","Bronx","7","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","PARK AVE","MORRIS AVE","Bronx","7","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","PARK AVE","MORRIS AVE","Bronx","7","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","THIRD AVE","MORRIS AVE","Bronx","38","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","THIRD AVE","MORRIS AVE","Bronx","38","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","THIRD AVE","MORRIS AVE","Bronx","38","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","THIRD AVE","MORRIS AVE","Bronx","38","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","THIRD AVE","MORRIS AVE","Bronx","38","16",,,,"Y","1781.0"
"2015","14078","Bronx",,,,"E 153RD ST","THIRD AVE","MORRIS AVE","Bronx","38","16",,,,"Y","1781.0"
"2015","14080","Bronx",,,,"E 155TH ST","COURTLANDT AVE","3RD AVE","Bronx","23","17",,,,"Y",
"2015","14081","Bronx",,,,"E 156TH ST","MORRIS AVE","ST ANNS AVE","Bronx","55","16",,,,"Y","4883.0"
"2015","14082","Bronx",,,,"E 159TH ST","ST ANNS AVE","BROOKE AVE","Bronx","7","16",,,,"Y","910.0"
"2015","14083","Bronx",,,,"E 161ST ST","MELROSE AVE","ELTON AVE","Bronx","10","14",,,,,
"2015","14084","Bronx",,,,"E 161ST ST","THIRD AVE","PROSCPECT AVE","Bronx","47","17",,,,"Y",
"2015","14085","Bronx",,,,"E 165TH ST","JEROME AVE","GRAND CONCOURSE","Bronx","28","17",,,,,
"2015","14086","Bronx",,,,"E 165TH ST","GRAND CONCOURSE","MORRIS AVE","Bronx","25","17",,,,,
"2015","14087","Bronx",,,,"E 167TH ST","SIMPSON ST","WESTCHESTER AV","Bronx","26","16",,,,,
"2015","14088","Bronx",,,,"E 168TH ST","WEBSTER AVE","BOSTON RD","Bronx","43","17",,"Y",,,"12946.0"
"2015","14089","Bronx",,,,"E 169TH ST","JEROME AVE","GRAND CONCOURSE","Bronx","23","17",,,,,
"2015","14090","Bronx",,,,"E 169TH ST","GRAND CONCOURSE","WEBSTER AVE","Bronx","41","17",,,,,
"2015","14091","Bronx",,,,"E 169TH ST","BOSTON RD","SIMPSON ST","Bronx","49","16",,,,,"7241.0"
"2015","14092","Bronx",,,,"E 170TH ST","JEROME AVE","CLAY AVE","Bronx","56","16",,,,,
"2015","14093","Bronx",,,,"E 172ND ST","SOUTHERN BLVD","WEST FARMS RD","Bronx","29","17",,,,,
"2015","14095","Bronx",,,,"E 175TH ST","JEROME AVE","MORRIS AVE","Bronx","17","17",,,,,
"2015","14097","Bronx",,,,"E 181ST ST","JEROME AVE","GRAND CONCOURSE","Bronx","21","17",,,,"Y","4447.0"
"2015","14098","Bronx",,,,"E 181ST ST","GRAND CONCOURSE","VALENTINE AVE","Bronx","14","17",,,,"Y",
"2015","14099","Bronx",,,,"E 182ND ST","E 182ND ST TL","CROTON PKWY","Bronx","44","17",,,,,"5117.0"
"2015","14101","Bronx",,,,"E 184TH ST","JEROME AVE","GRD BLV/CONCRS","Bronx","20","17",,,,,
"2015","14102","Bronx",,,,"E 184TH ST","THIRD AVE","ARTHUR AVE","Bronx","11","17",,,,,
"2015","14103","Bronx",,,,"E 187TH ST","THIRD AVE","SOUTHERN BLVD","Bronx","58","16",,,,,
"2015","14104","Bronx",,,,"E 188TH ST","E FORDHAM AVE","GRAND CONCOURSE","Bronx","12","16",,,,"Y",
"2015","14105","Bronx",,,,"E 190TH ST","JEROME AVE","CRESTON AVE","Bronx","13","17",,,,"Y","3044.0"
"2015","14106","Bronx",,,,"E 204TH ST","JEROME AVE","E MOSHOLU PKWY S","Bronx","29","17",,,,,"2996.0"
"2015","14107","Bronx",,,,"E 204TH ST","BAINBRIDGE AVE","WEBSTER AVE","Bronx","22","16",,,,,
"2015","14108","Bronx",,,,"E 205TH ST","E MOSHOLU PKY","GRAND CONCOURSE","Bronx","15","17",,,,"Y","767.0"
"2015","14109","Bronx",,,,"E 205TH ST","WEBSTER AVE","BAINBRIDGE AVE","Bronx","27","17",,,,"Y","7242.0"
"2015","14110","Bronx",,,,"E 206TH ST","E MOSHOLU PKY","BAINBRIDGE AVE","Bronx","11","17",,,,"Y",
"2015","14113","Bronx",,,,"E 222ND ST","BRONX BLVD","WHITE PLAINS RD","Bronx","21","17",,,,,
"2015","14115","Bronx",,,,"E 225TH ST","LACONIA AVE","SCHIEFFELIN PL","Bronx","28","17",,,,,
"2015","14116","Bronx",,,,"E 226TH ST","WHITE PLAINS RD","BRONXWOOD AVE","Bronx","32","17",,,,"Y",
"2015","14117","Bronx",,,,"E 229TH ST","LACONIA AVE","NEEDHAM AVE","Bronx","49","17",,,,,
"2015","14119","Bronx",,,,"E 236TH ST","WHITE PLAINS RD","BRONXWOOD AVE","Bronx","19","16",,,,,
"2015","14120","Bronx",,,,"E 241ST ST","BAYCHESTER AVE","WESTCHESTER C / L","Bronx","32","16",,,,,
"2015","14121","Bronx",,,,"E 242ND ST","WHITE PLAINS R","NY CO LINE","Bronx","25","17",,,,,
"2015","14122","Bronx",,,,"E BURNSIDE AVE","JEROME AVE","VALENTINE AVE","Bronx","43","16",,,,,
"2015","14123","Bronx",,,,"E MOSHOLU PKWY","BAINBRIDGE AVE","VAN CORTLANDT AVE E","Bronx","23","17",,,,"Y",
"2015","14124","Bronx",,,,"E MOSHOLU PKWY","VAN CORTLANDT AVE E","JEROME AVE","Bronx","32","17",,,,"Y",
"2015","14125","Bronx",,,,"E MOSHOLU PKWY",,"WEBSTER AVE","Bronx","6","17",,,,,
"2015","14126","Bronx",,,,"E MOSHOLU PKWY","GRAND CONCOURSE",,"Bronx","12","17",,,,"Y",
"2015","14127","Bronx",,,,"E MOSHOLU PKWY","VAN CORTLANDT AVE E","GRAND CONCOURSE","Bronx","34","17",,,,"Y",
"2015","14128","Bronx",,,,"E MOSHOLU PKWY","JEROME AVE","VAN CORTLANDT AVE E","Bronx","25","17",,,,"Y",
"2015","14129","Bronx",,,,"EARHART LA","HUNTER AVE","ERSKINE PL","Bronx","14","17",,,,,"1967.0"
"2015","14131","Bronx",,,,"EDSON AVE","E 222ND ST","E GUN HILL RD","Bronx","105","16",,,,"Y",
"2015","14132","Bronx",,,,"EINSTEIN LOOP S","HUTCHINSON RIVER PKWY E","EINSTEIN LOOP E","Bronx","12","17",,,,,
"2015","14133","Bronx",,,,"ELLSWORTH AVE","SCHLEY AVE","RANDALL AVE","Bronx","15","16",,,,,"3404.0"
"2015","14134","Bronx",,,,"THROGS NECK SR","LAFAYETTE AVE","LAYTON AVE","Bronx","21","19",,,,"Y",
"2015","14135","Bronx",,,,"ERSKINE PL","PALMER AVE","EARHART LA","Bronx","16","17",,,,,
"2015","14136","Bronx",,,,"ESPLANADE AVE","PAULDING AVE","PELHAM PKWY S","Bronx","22","17",,,,,"1492.0"
"2015","14137","Bronx",,,,"FEATHERBED LA","UNIVERSITY AVE","MACOMBS RD","Bronx","24","17",,,,,
"2015","14138","Bronx",,,,"FEATHERBED LA","MACOMBS RD","JEROME AVE","Bronx","19","17",,,,,
"2015","14139","Bronx",,,,"FRANKLIN AVE","3RD AVE","E 169TH ST","Bronx","46","17",,,,"Y",
"2015","14140","Bronx",,,,"FREEMAN ST","INTERVALE AVE","SOUTHERN BLVD","Bronx","8","17",,,,,"4798.0"
"2015","14141","Bronx",,,,"FORT INDEPENDEN","HEATH AVE","ORLOFF AVE","Bronx","30","17",,,,,"6000.0"
"2015","14142","Bronx",,,,"GARRISON AVE","LEGGETT AVE","TIFFANY ST","Bronx","40","16",,,,,
"2015","14143","Bronx",,,,"GIEGERICH PL","LONGSTREET AVE","LOCUST PT DR","Bronx","23","17",,,,,
"2015","14144","Bronx",,,,"GIVAN AVE","BAYCHESTER AVE","REEDS MILL LA","Bronx","32","17",,,,"Y",
"2015","14145","Bronx",,,,"GRACE AVE","BOSTON RD","NEEDHAM AVE","Bronx","12","17",,,,,
"2015","14146","Bronx",,,,"GRISWOLD AVE","RADIO DR","RESEARCH AVE","Bronx","3","17",,,,,"3150.0"
"2015","14147","Bronx",,,,"GUNTHER AVE","GUN HILL RD","BARTOW AVE","Bronx","12","17",,,,,
"2015","14149","Bronx",,,,"HALLECK ST","RYAWA AVE","HUNTS POINT AVE","Bronx","26","17",,,,,"4489.0"
"2015","14150","Bronx",,,,"HARDING AVE","DAVIS AVE","HOLLYWOOD AVE","Bronx","58","17",,,,,
"2015","14151","Bronx",,,,"HARDING AVE","PENNYFIELD AVE","LONGSTREET AVE","Bronx","17","17",,,,,"6040.0"
"2015","14152","Bronx",,,,"HEATH AVE","W 230TH ST","SEDGWICK AVE","Bronx","37","17",,,,,"5848.0"
"2015","14154","Bronx",,,,"HOLLERS AVE","MC OWEN AVE","ROPES AVE","Bronx","5","17",,,,,
"2015","14155","Bronx",,,,"HOLLYWOOD AVE","HARDING AVE","LAWTON AVE","Bronx","9","17",,,,,
"2015","14156","Bronx",,,,"HUNTER AVE","EARHART LA","BOLLER AVE","Bronx","10","17",,,,,
"2015","14157","Bronx",,,,"HUTCHINSON RIVE","PALMER AVE","BARTOW AVE","Bronx","57","17",,,,,
"2015","14159","Bronx",,,,"THROGS NECK SR","PRENTISS AVE","MEAGHER AVE","Bronx","18","17",,,,,
"2015","14160","Bronx",,,,"IN 95 SR EB","HUGH GRANT CIR","BRUCKNER BLVD SW","Bronx","80","17",,,,"Y",
"2015","14161","Bronx",,,,"IN95 SR W","ZEGRA AVE","WESTCHESTER AVE","Bronx","86","17",,,,"Y",
"2015","14162","Bronx",,,,"INTERVALE AVE","FREEMAN ST","LOUIS NINE BLVD","Bronx","15","17",,,,,
"2015","14165","Bronx",,,,"IRWIN AVE","JOHNSON AVE","W 231ST ST","Bronx","22","16",,,,"Y",
"2015","14166","Bronx",,,,"JACKSON AVE","BRUCKNER BLVD","E 149TH ST","Bronx","64","16",,,,,"2815.0"
"2015","14167","Bronx",,,,"JEROME AVE","RAMP EXIT DR MARTIN L KING B","MACOMBS DAM BRIDGE","Bronx","21","16",,,,,
"2015","14168","Bronx",,,,"KAPPOCK ST","PALISADE AVE","JOHNSON AVE","Bronx","50","17",,,,,
"2015","14170","Bronx",,,,"KEARNEY AVE","RAWLINS AVE","COUNTRY CLUB RD","Bronx","18","17",,,,,"1316.0"
"2015","14171","Bronx",,,,"KENNELLWRTH PL","SPENCER DR","AMPERE AVE","Bronx","21","17",,,,,
"2015","14172","Bronx",,,,"KINGSBRIDGE AVE","BRONX CO/L","W 238TH ST","Bronx","66","17",,,,,
"2015","14173","Bronx",,,,"KOSSUTH AVE","E 208TH ST","DEKALB AVE","Bronx","16","17",,,,"Y",
"2015","14174","Bronx",,,,"LAFAYETTE AVE","CROSS BRONX EXT (EB)","E TREMONT AVE","Bronx","40","16",,,,,"6074.0"
"2015","14175","Bronx",,,,"LAFAYETTE AVE","THROGS NECK SR (NB)","SHORE DR","Bronx","23","16",,,,,
"2015","14176","Bronx",,,,"LAWTON AVE","E TREMONT AVE","THROGS NECK EXPY EXT","Bronx","34","17",,,,,"1642.0"
"2015","14177","Bronx",,,,"LEGGETT AVE","BRUCKNER BLVD","SOUTHERN BLVD","Bronx","6","16",,,,"Y",
"2015","14178","Bronx",,,,"LIGHT ST","DYRE AVE","PROVOST AVE","Bronx","14","17",,,,,
"2015","14179","Bronx",,,,"LINCOLN AVE","BRUCKNER BLVD","E 138TH AVE","Bronx","26","16",,,,,
"2015","14180","Bronx",,,,"LOCUST AVE","E 132ND ST","E 138TH ST","Bronx","31","17",,,,,
"2015","14181","Bronx",,,,"LONGFELLOW AVE","WHITLOCK AVE","WESTCHESTER AVE","Bronx","28","17",,,,"Y",
"2015","14183","Bronx",,,,"LONGSTREET AVE","Harding Ave","CHAFFEE AVE","Bronx","12","17",,,,,
"2015","14186","Bronx",,,,"MC OWEN AVE","HOLLERS AVE","BOSTON RD","Bronx","16","17",,,,,
"2015","14187","Bronx",,,,"METCALF AVE","SEWARD AVE","BRUCKNR BLV NE","Bronx","43","16",,,,,"6669.0"
"2015","14189","Bronx",,,,"METROPOLITAN AV","UNIONPORT RD","CASTLE HILL AVE","Bronx","45","16",,,,,
"2015","14190","Bronx",,,,"METROPOLITAN AV","HUGH GRANT CIR","UNIONPORT RD","Bronx","32","16",,,,,
"2015","14191","Bronx",,,,"MIDDLETOWN RD","WESTCHESTER AVE","BRUCKNER BLVD","Bronx","58","17",,,,,"7990.0"
"2015","14193","Bronx",,,,"MORRISON AVE","WATSON AVE","WESTCHESTER AV","Bronx","19","17",,,,,
"2015","14194","Bronx",,,,"MOSHOLU AVE","HENRY HUDSON PKWY","BROADWAY","Bronx","60","17",,,,,
"2015","14196","Bronx",,,,"NELSON AVE","W 167TH ST","W 168TH ST","Bronx","14","17",,,,"Y","1685.0"
"2015","14197","Bronx",,,,"OAK POINT AVE","HUNTS POINT AVE","HALLECK ST","Bronx","7","17",,,,"Y",
"2015","14198","Bronx",,,,"OLMSTEAD AVE","RANDALL AVE","SEWARD AVE","Bronx","15","17",,,,,
"2015","14199","Bronx",,,,"OTIS AVE","LOGAN AVE","LAYTON AVE","Bronx","15","16",,,,"Y",
"2015","14200","Bronx",,,,"PALISADE AVE","JOHNSON AVE","KAPPOCK ST","Bronx","37","17",,,,,
"2015","14201","Bronx",,,,"PALMER AVE","ERSKINE PL","HUTCHINSON RIVER PKWY E","Bronx","16","17",,,,,
"2015","14202","Bronx",,,,"PARK AVE","E135TH St","MORRIS AVE","Bronx","89","17",,,,"Y","4556.0"
"2015","14203","Bronx",,,,"PARK DR","CITY ISLAND RD CIR","PARK DR LOOP","Bronx","47","16",,,,,
"2015","14204","Bronx",,,,"PARK DR LOOP","PARK DR","PARK DR","Bronx","64","16",,,,"Y","119.0"
"2015","14205","Bronx",,,,"ORCHARD BEACH R","SHORE RD CIRCLE","PARK DR","Bronx","58","16",,,,,
"2015","14208","Bronx",,,,"PARKER ST","CASTLE HILL AVE","PURDY ST","Bronx","5","17",,,,,"732.0"
"2015","14209","Bronx",,,,"PELHAM PKWY N","US1 / BOSTON RD","BRONX PARK E","Bronx","16","17",,,,"Y",
"2015","14210","Bronx",,,,"PELHAM PKWY N","EASTCHESTER RD","WILLIAMSBRIDGE RD","Bronx","70","17",,,,"Y",
